Dataset,Classifier,Oversampling method,Metric,Mean CV score
pima2,GradientBoostingClassifier,ADASYN,f1 score,0.5420711974110032
pima2,GradientBoostingClassifier,ADASYN,geometric mean score,0.7150721512164417
pima2,GradientBoostingClassifier,ADASYN,roc auc score,0.7852135087255209
pima2,GradientBoostingClassifier,None,f1 score,0.4152380952380952
pima2,GradientBoostingClassifier,None,geometric mean score,0.5575167687881778
pima2,GradientBoostingClassifier,None,roc auc score,0.7992672285950189
pima2,GradientBoostingClassifier,RandomOverSampler,f1 score,0.521984835477259
pima2,GradientBoostingClassifier,RandomOverSampler,geometric mean score,0.7011608230757637
pima2,GradientBoostingClassifier,RandomOverSampler,roc auc score,0.7976543080323472
pima2,GradientBoostingClassifier,SMOTE,f1 score,0.5171383321907069
pima2,GradientBoostingClassifier,SMOTE,geometric mean score,0.7014839274929073
pima2,GradientBoostingClassifier,SMOTE,roc auc score,0.8011819673297922
pima2,GradientBoostingClassifier,SMOTE2,f1 score,0.49082326533306925
pima2,GradientBoostingClassifier,SMOTE2,geometric mean score,0.6769785597519095
pima2,GradientBoostingClassifier,SMOTE2,roc auc score,0.7840222135745547
pima2,LogisticRegression,ADASYN,f1 score,0.5217113146182814
pima2,LogisticRegression,ADASYN,geometric mean score,0.7165450236311909
pima2,LogisticRegression,ADASYN,roc auc score,0.7910168758260527
pima2,LogisticRegression,None,f1 score,0.3781688863656077
pima2,LogisticRegression,None,geometric mean score,0.506984763496949
pima2,LogisticRegression,None,roc auc score,0.7788897621575639
pima2,LogisticRegression,RandomOverSampler,f1 score,0.5322414013325373
pima2,LogisticRegression,RandomOverSampler,geometric mean score,0.7261392409658626
pima2,LogisticRegression,RandomOverSampler,roc auc score,0.7995358971724313
pima2,LogisticRegression,SMOTE,f1 score,0.5145295897646994
pima2,LogisticRegression,SMOTE,geometric mean score,0.7098452594136258
pima2,LogisticRegression,SMOTE,roc auc score,0.7866671172684447
pima2,LogisticRegression,SMOTE2,f1 score,0.5058187261577092
pima2,LogisticRegression,SMOTE2,geometric mean score,0.7017420570356492
pima2,LogisticRegression,SMOTE2,roc auc score,0.775526611375035
pima20,GradientBoostingClassifier,ADASYN,f1 score,0.12981207808794015
pima20,GradientBoostingClassifier,ADASYN,geometric mean score,0.6212561783335572
pima20,GradientBoostingClassifier,ADASYN,roc auc score,0.6656205660967222
pima20,GradientBoostingClassifier,None,f1 score,0.0
pima20,GradientBoostingClassifier,None,geometric mean score,0.0
pima20,GradientBoostingClassifier,None,roc auc score,0.6794847052882188
pima20,GradientBoostingClassifier,RandomOverSampler,f1 score,0.06752136752136752
pima20,GradientBoostingClassifier,RandomOverSampler,geometric mean score,0.42131642733264113
pima20,GradientBoostingClassifier,RandomOverSampler,roc auc score,0.728312351201212
pima20,GradientBoostingClassifier,SMOTE,f1 score,0.13031233998975936
pima20,GradientBoostingClassifier,SMOTE,geometric mean score,0.5820862930561
pima20,GradientBoostingClassifier,SMOTE,roc auc score,0.716146321814203
pima20,GradientBoostingClassifier,SMOTE2,f1 score,0.09062980030721966
pima20,GradientBoostingClassifier,SMOTE2,geometric mean score,0.43685864210392406
pima20,GradientBoostingClassifier,SMOTE2,roc auc score,0.6864557030517279
pima20,LogisticRegression,ADASYN,f1 score,0.09383524277141297
pima20,LogisticRegression,ADASYN,geometric mean score,0.5111032761945977
pima20,LogisticRegression,ADASYN,roc auc score,0.7014558834138951
pima20,LogisticRegression,None,f1 score,0.0
pima20,LogisticRegression,None,geometric mean score,0.0
pima20,LogisticRegression,None,roc auc score,0.3751266142413967
pima20,LogisticRegression,RandomOverSampler,f1 score,0.07092198581560283
pima20,LogisticRegression,RandomOverSampler,geometric mean score,0.45623589820272753
pima20,LogisticRegression,RandomOverSampler,roc auc score,0.6880834716109949
pima20,LogisticRegression,SMOTE,f1 score,0.058785529715762265
pima20,LogisticRegression,SMOTE,geometric mean score,0.41170071747217973
pima20,LogisticRegression,SMOTE,roc auc score,0.6281123295577521
pima20,LogisticRegression,SMOTE2,f1 score,0.06275378368401624
pima20,LogisticRegression,SMOTE2,geometric mean score,0.41653744484425753
pima20,LogisticRegression,SMOTE2,roc auc score,0.5671542457254167
pima4,GradientBoostingClassifier,ADASYN,f1 score,0.42300292106137727
pima4,GradientBoostingClassifier,ADASYN,geometric mean score,0.6996163292808705
pima4,GradientBoostingClassifier,ADASYN,roc auc score,0.8099539171098252
pima4,GradientBoostingClassifier,None,f1 score,0.3145424836601307
pima4,GradientBoostingClassifier,None,geometric mean score,0.4648707498234595
pima4,GradientBoostingClassifier,None,roc auc score,0.8148304324728324
pima4,GradientBoostingClassifier,RandomOverSampler,f1 score,0.4428384393820372
pima4,GradientBoostingClassifier,RandomOverSampler,geometric mean score,0.7288169977686053
pima4,GradientBoostingClassifier,RandomOverSampler,roc auc score,0.8244635306747332
pima4,GradientBoostingClassifier,SMOTE,f1 score,0.4048606479671493
pima4,GradientBoostingClassifier,SMOTE,geometric mean score,0.6927344106407257
pima4,GradientBoostingClassifier,SMOTE,roc auc score,0.8208771751225867
pima4,GradientBoostingClassifier,SMOTE2,f1 score,0.4200520132723523
pima4,GradientBoostingClassifier,SMOTE2,geometric mean score,0.6935373073766703
pima4,GradientBoostingClassifier,SMOTE2,roc auc score,0.8195110208175486
pima4,LogisticRegression,ADASYN,f1 score,0.3728020950243172
pima4,LogisticRegression,ADASYN,geometric mean score,0.7050549980581436
pima4,LogisticRegression,ADASYN,roc auc score,0.7766331140756726
pima4,LogisticRegression,None,f1 score,0.21367521367521367
pima4,LogisticRegression,None,geometric mean score,0.3553730264889911
pima4,LogisticRegression,None,roc auc score,0.7377735409698724
pima4,LogisticRegression,RandomOverSampler,f1 score,0.4009162119018451
pima4,LogisticRegression,RandomOverSampler,geometric mean score,0.7249360381119402
pima4,LogisticRegression,RandomOverSampler,roc auc score,0.7860113146724313
pima4,LogisticRegression,SMOTE,f1 score,0.39386788369573966
pima4,LogisticRegression,SMOTE,geometric mean score,0.7168978865493125
pima4,LogisticRegression,SMOTE,roc auc score,0.7954274649900162
pima4,LogisticRegression,SMOTE2,f1 score,0.4068652351266066
pima4,LogisticRegression,SMOTE2,geometric mean score,0.7091852124826911
pima4,LogisticRegression,SMOTE2,roc auc score,0.781119944975994
pima6,GradientBoostingClassifier,ADASYN,f1 score,0.23809523809523808
pima6,GradientBoostingClassifier,ADASYN,geometric mean score,0.47719605226332557
pima6,GradientBoostingClassifier,ADASYN,roc auc score,0.7726079682287748
pima6,GradientBoostingClassifier,None,f1 score,0.13078149920255186
pima6,GradientBoostingClassifier,None,geometric mean score,0.2942697938472698
pima6,GradientBoostingClassifier,None,roc auc score,0.7668765738746259
pima6,GradientBoostingClassifier,RandomOverSampler,f1 score,0.2354460864805692
pima6,GradientBoostingClassifier,RandomOverSampler,geometric mean score,0.43833274193831445
pima6,GradientBoostingClassifier,RandomOverSampler,roc auc score,0.7686590674073539
pima6,GradientBoostingClassifier,SMOTE,f1 score,0.218013468013468
pima6,GradientBoostingClassifier,SMOTE,geometric mean score,0.47585048111594813
pima6,GradientBoostingClassifier,SMOTE,roc auc score,0.7309836437280345
pima6,GradientBoostingClassifier,SMOTE2,f1 score,0.20306513409961685
pima6,GradientBoostingClassifier,SMOTE2,geometric mean score,0.43107328562123354
pima6,GradientBoostingClassifier,SMOTE2,roc auc score,0.7413384361512202
pima6,LogisticRegression,ADASYN,f1 score,0.25764125225833084
pima6,LogisticRegression,ADASYN,geometric mean score,0.650652588805205
pima6,LogisticRegression,ADASYN,roc auc score,0.7591459421947843
pima6,LogisticRegression,None,f1 score,0.0
pima6,LogisticRegression,None,geometric mean score,0.0
pima6,LogisticRegression,None,roc auc score,0.667393211282541
pima6,LogisticRegression,RandomOverSampler,f1 score,0.2724950302415092
pima6,LogisticRegression,RandomOverSampler,geometric mean score,0.6810707655798938
pima6,LogisticRegression,RandomOverSampler,roc auc score,0.7553844920600566
pima6,LogisticRegression,SMOTE,f1 score,0.2645980351459804
pima6,LogisticRegression,SMOTE,geometric mean score,0.6746762008878424
pima6,LogisticRegression,SMOTE,roc auc score,0.7706549036178931
pima6,LogisticRegression,SMOTE2,f1 score,0.323298531454344
pima6,LogisticRegression,SMOTE2,geometric mean score,0.7029159419845245
pima6,LogisticRegression,SMOTE2,roc auc score,0.7711181194696093
segment,GradientBoostingClassifier,ADASYN,f1 score,0.9103057526481892
segment,GradientBoostingClassifier,ADASYN,geometric mean score,0.9701892208614978
segment,GradientBoostingClassifier,ADASYN,roc auc score,0.9965656565656567
segment,GradientBoostingClassifier,None,f1 score,0.9402552658366613
segment,GradientBoostingClassifier,None,geometric mean score,0.9592938137015861
segment,GradientBoostingClassifier,None,roc auc score,0.9962626262626262
segment,GradientBoostingClassifier,RandomOverSampler,f1 score,0.9300490643201641
segment,GradientBoostingClassifier,RandomOverSampler,geometric mean score,0.9651340736568382
segment,GradientBoostingClassifier,RandomOverSampler,roc auc score,0.9955417814508725
segment,GradientBoostingClassifier,SMOTE,f1 score,0.9350810839541331
segment,GradientBoostingClassifier,SMOTE,geometric mean score,0.9711057555752177
segment,GradientBoostingClassifier,SMOTE,roc auc score,0.9959641873278237
segment,GradientBoostingClassifier,SMOTE2,f1 score,0.9116782771657892
segment,GradientBoostingClassifier,SMOTE2,geometric mean score,0.9655584229173888
segment,GradientBoostingClassifier,SMOTE2,roc auc score,0.9952203856749312
segment,LogisticRegression,ADASYN,f1 score,0.61630837077583
segment,LogisticRegression,ADASYN,geometric mean score,0.8797835435046458
segment,LogisticRegression,ADASYN,roc auc score,0.922485766758494
segment,LogisticRegression,None,f1 score,0.6572103824191116
segment,LogisticRegression,None,geometric mean score,0.7544609784795462
segment,LogisticRegression,None,roc auc score,0.9446648301193756
segment,LogisticRegression,RandomOverSampler,f1 score,0.6442808571470285
segment,LogisticRegression,RandomOverSampler,geometric mean score,0.886609428253343
segment,LogisticRegression,RandomOverSampler,roc auc score,0.9427291092745639
segment,LogisticRegression,SMOTE,f1 score,0.6450844118655686
segment,LogisticRegression,SMOTE,geometric mean score,0.8819171106473849
segment,LogisticRegression,SMOTE,roc auc score,0.944147842056933
segment,LogisticRegression,SMOTE2,f1 score,0.6310506413809824
segment,LogisticRegression,SMOTE2,geometric mean score,0.8836663822332371
segment,LogisticRegression,SMOTE2,roc auc score,0.929539944903581
segment10,GradientBoostingClassifier,ADASYN,f1 score,0.4854700854700855
segment10,GradientBoostingClassifier,ADASYN,geometric mean score,0.8235271878107309
segment10,GradientBoostingClassifier,ADASYN,roc auc score,0.9618227731864095
segment10,GradientBoostingClassifier,None,f1 score,0.3431913116123642
segment10,GradientBoostingClassifier,None,geometric mean score,0.48451992909843583
segment10,GradientBoostingClassifier,None,roc auc score,0.9376262626262625
segment10,GradientBoostingClassifier,RandomOverSampler,f1 score,0.60386119257087
segment10,GradientBoostingClassifier,RandomOverSampler,geometric mean score,0.8275164991856642
segment10,GradientBoostingClassifier,RandomOverSampler,roc auc score,0.9782828282828282
segment10,GradientBoostingClassifier,SMOTE,f1 score,0.5942615813305467
segment10,GradientBoostingClassifier,SMOTE,geometric mean score,0.9121854156305359
segment10,GradientBoostingClassifier,SMOTE,roc auc score,0.9713039485766759
segment10,GradientBoostingClassifier,SMOTE2,f1 score,0.5740740740740741
segment10,GradientBoostingClassifier,SMOTE2,geometric mean score,0.7483519252878913
segment10,GradientBoostingClassifier,SMOTE2,roc auc score,0.9380165289256197
segment10,LogisticRegression,ADASYN,f1 score,0.17525886910507482
segment10,LogisticRegression,ADASYN,geometric mean score,0.8127800713399896
segment10,LogisticRegression,ADASYN,roc auc score,0.9045179063360882
segment10,LogisticRegression,None,f1 score,0.28034188034188035
segment10,LogisticRegression,None,geometric mean score,0.3431413739555827
segment10,LogisticRegression,None,roc auc score,0.9005234159779615
segment10,LogisticRegression,RandomOverSampler,f1 score,0.16804954956317872
segment10,LogisticRegression,RandomOverSampler,geometric mean score,0.8101210296842929
segment10,LogisticRegression,RandomOverSampler,roc auc score,0.9098438934802571
segment10,LogisticRegression,SMOTE,f1 score,0.17410386861321442
segment10,LogisticRegression,SMOTE,geometric mean score,0.8022148692502039
segment10,LogisticRegression,SMOTE,roc auc score,0.9107988980716254
segment10,LogisticRegression,SMOTE2,f1 score,0.1661028710209038
segment10,LogisticRegression,SMOTE2,geometric mean score,0.6764623410574054
segment10,LogisticRegression,SMOTE2,roc auc score,0.8836822773186409
segment15,GradientBoostingClassifier,ADASYN,f1 score,0.4230769230769231
segment15,GradientBoostingClassifier,ADASYN,geometric mean score,0.4993915874237002
segment15,GradientBoostingClassifier,ADASYN,roc auc score,0.9793650793650794
segment15,GradientBoostingClassifier,None,f1 score,0.2261904761904762
segment15,GradientBoostingClassifier,None,geometric mean score,0.3435437766053317
segment15,GradientBoostingClassifier,None,roc auc score,0.9144300144300145
segment15,GradientBoostingClassifier,RandomOverSampler,f1 score,0.3068181818181818
segment15,GradientBoostingClassifier,RandomOverSampler,geometric mean score,0.43527623709746005
segment15,GradientBoostingClassifier,RandomOverSampler,roc auc score,0.9474386724386722
segment15,GradientBoostingClassifier,SMOTE,f1 score,0.5051282051282051
segment15,GradientBoostingClassifier,SMOTE,geometric mean score,0.6868709854468459
segment15,GradientBoostingClassifier,SMOTE,roc auc score,0.979148629148629
segment15,GradientBoostingClassifier,SMOTE2,f1 score,0.42890442890442887
segment15,GradientBoostingClassifier,SMOTE2,geometric mean score,0.61334674684164
segment15,GradientBoostingClassifier,SMOTE2,roc auc score,0.9611832611832613
segment15,LogisticRegression,ADASYN,f1 score,0.1202751445672892
segment15,LogisticRegression,ADASYN,geometric mean score,0.7950145701367998
segment15,LogisticRegression,ADASYN,roc auc score,0.8774747474747475
segment15,LogisticRegression,None,f1 score,0.0
segment15,LogisticRegression,None,geometric mean score,0.0
segment15,LogisticRegression,None,roc auc score,0.875151515151515
segment15,LogisticRegression,RandomOverSampler,f1 score,0.11002739277257856
segment15,LogisticRegression,RandomOverSampler,geometric mean score,0.813346057764423
segment15,LogisticRegression,RandomOverSampler,roc auc score,0.8835064935064935
segment15,LogisticRegression,SMOTE,f1 score,0.12103044907659181
segment15,LogisticRegression,SMOTE,geometric mean score,0.8193910561733982
segment15,LogisticRegression,SMOTE,roc auc score,0.8826406926406927
segment15,LogisticRegression,SMOTE2,f1 score,0.13751224405630902
segment15,LogisticRegression,SMOTE2,geometric mean score,0.7232282196672584
segment15,LogisticRegression,SMOTE2,roc auc score,0.86
segment2,GradientBoostingClassifier,ADASYN,f1 score,0.8451174825384007
segment2,GradientBoostingClassifier,ADASYN,geometric mean score,0.9352584194072083
segment2,GradientBoostingClassifier,ADASYN,roc auc score,0.9886409550045915
segment2,GradientBoostingClassifier,None,f1 score,0.851233422661994
segment2,GradientBoostingClassifier,None,geometric mean score,0.8726439726422385
segment2,GradientBoostingClassifier,None,roc auc score,0.9898898071625345
segment2,GradientBoostingClassifier,RandomOverSampler,f1 score,0.8515829804396049
segment2,GradientBoostingClassifier,RandomOverSampler,geometric mean score,0.9270144737927518
segment2,GradientBoostingClassifier,RandomOverSampler,roc auc score,0.981267217630854
segment2,GradientBoostingClassifier,SMOTE,f1 score,0.8463057514826122
segment2,GradientBoostingClassifier,SMOTE,geometric mean score,0.93246440460006
segment2,GradientBoostingClassifier,SMOTE,roc auc score,0.9823829201101928
segment2,GradientBoostingClassifier,SMOTE2,f1 score,0.8403614316657795
segment2,GradientBoostingClassifier,SMOTE2,geometric mean score,0.9261264245760445
segment2,GradientBoostingClassifier,SMOTE2,roc auc score,0.982157943067034
segment2,LogisticRegression,ADASYN,f1 score,0.4546519115212659
segment2,LogisticRegression,ADASYN,geometric mean score,0.8675064795755775
segment2,LogisticRegression,ADASYN,roc auc score,0.9227254361799817
segment2,LogisticRegression,None,f1 score,0.5253804614629357
segment2,LogisticRegression,None,geometric mean score,0.6445922714790381
segment2,LogisticRegression,None,roc auc score,0.9369825528007347
segment2,LogisticRegression,RandomOverSampler,f1 score,0.47564259699148137
segment2,LogisticRegression,RandomOverSampler,geometric mean score,0.8737208942218991
segment2,LogisticRegression,RandomOverSampler,roc auc score,0.9366758494031222
segment2,LogisticRegression,SMOTE,f1 score,0.48893285337529874
segment2,LogisticRegression,SMOTE,geometric mean score,0.8780512827178113
segment2,LogisticRegression,SMOTE,roc auc score,0.936514233241506
segment2,LogisticRegression,SMOTE2,f1 score,0.48721752394742585
segment2,LogisticRegression,SMOTE2,geometric mean score,0.8710480800583307
segment2,LogisticRegression,SMOTE2,roc auc score,0.9283801652892562
segment20,GradientBoostingClassifier,ADASYN,f1 score,0.2827635327635328
segment20,GradientBoostingClassifier,ADASYN,geometric mean score,0.4948068012479195
segment20,GradientBoostingClassifier,ADASYN,roc auc score,0.8985016835016836
segment20,GradientBoostingClassifier,None,f1 score,0.1396825396825397
segment20,GradientBoostingClassifier,None,geometric mean score,0.2842137279438275
segment20,GradientBoostingClassifier,None,roc auc score,0.8767676767676769
segment20,GradientBoostingClassifier,RandomOverSampler,f1 score,0.297008547008547
segment20,GradientBoostingClassifier,RandomOverSampler,geometric mean score,0.48963608640101386
segment20,GradientBoostingClassifier,RandomOverSampler,roc auc score,0.8836447811447812
segment20,GradientBoostingClassifier,SMOTE,f1 score,0.5638528138528138
segment20,GradientBoostingClassifier,SMOTE,geometric mean score,0.7501334382077695
segment20,GradientBoostingClassifier,SMOTE,roc auc score,0.9337037037037037
segment20,GradientBoostingClassifier,SMOTE2,f1 score,0.4851851851851852
segment20,GradientBoostingClassifier,SMOTE2,geometric mean score,0.7236699186358169
segment20,GradientBoostingClassifier,SMOTE2,roc auc score,0.885841750841751
segment20,LogisticRegression,ADASYN,f1 score,0.1005683323790093
segment20,LogisticRegression,ADASYN,geometric mean score,0.7145969771575869
segment20,LogisticRegression,ADASYN,roc auc score,0.854919191919192
segment20,LogisticRegression,None,f1 score,0.0
segment20,LogisticRegression,None,geometric mean score,0.0
segment20,LogisticRegression,None,roc auc score,0.8905993265993267
segment20,LogisticRegression,RandomOverSampler,f1 score,0.09071534456418939
segment20,LogisticRegression,RandomOverSampler,geometric mean score,0.7111320762586588
segment20,LogisticRegression,RandomOverSampler,roc auc score,0.8582727272727274
segment20,LogisticRegression,SMOTE,f1 score,0.09814751474925285
segment20,LogisticRegression,SMOTE,geometric mean score,0.7147703129729226
segment20,LogisticRegression,SMOTE,roc auc score,0.8631919191919192
segment20,LogisticRegression,SMOTE2,f1 score,0.14485556071471567
segment20,LogisticRegression,SMOTE2,geometric mean score,0.6913646544490175
segment20,LogisticRegression,SMOTE2,roc auc score,0.8850168350168349
segment4,GradientBoostingClassifier,ADASYN,f1 score,0.8417508417508417
segment4,GradientBoostingClassifier,ADASYN,geometric mean score,0.9143868804639592
segment4,GradientBoostingClassifier,ADASYN,roc auc score,0.991540404040404
segment4,GradientBoostingClassifier,None,f1 score,0.7252268174855662
segment4,GradientBoostingClassifier,None,geometric mean score,0.7632560095256754
segment4,GradientBoostingClassifier,None,roc auc score,0.985369568702902
segment4,GradientBoostingClassifier,RandomOverSampler,f1 score,0.785424430641822
segment4,GradientBoostingClassifier,RandomOverSampler,geometric mean score,0.8511333499930567
segment4,GradientBoostingClassifier,RandomOverSampler,roc auc score,0.9774637913526801
segment4,GradientBoostingClassifier,SMOTE,f1 score,0.8191086691086691
segment4,GradientBoostingClassifier,SMOTE,geometric mean score,0.9121243520683381
segment4,GradientBoostingClassifier,SMOTE,roc auc score,0.9851597990486878
segment4,GradientBoostingClassifier,SMOTE2,f1 score,0.8250339116156207
segment4,GradientBoostingClassifier,SMOTE2,geometric mean score,0.893184615178526
segment4,GradientBoostingClassifier,SMOTE2,roc auc score,0.9796156004489337
segment4,LogisticRegression,ADASYN,f1 score,0.3516038367013224
segment4,LogisticRegression,ADASYN,geometric mean score,0.8823090248285087
segment4,LogisticRegression,ADASYN,roc auc score,0.9353348297792742
segment4,LogisticRegression,None,f1 score,0.5238095238095238
segment4,LogisticRegression,None,geometric mean score,0.6130694000312201
segment4,LogisticRegression,None,roc auc score,0.9428647586980918
segment4,LogisticRegression,RandomOverSampler,f1 score,0.35401442400401095
segment4,LogisticRegression,RandomOverSampler,geometric mean score,0.8797641958920662
segment4,LogisticRegression,RandomOverSampler,roc auc score,0.9465537651648763
segment4,LogisticRegression,SMOTE,f1 score,0.36878713890385995
segment4,LogisticRegression,SMOTE,geometric mean score,0.8744129935963676
segment4,LogisticRegression,SMOTE,roc auc score,0.9488323713323712
segment4,LogisticRegression,SMOTE2,f1 score,0.36679775978347334
segment4,LogisticRegression,SMOTE2,geometric mean score,0.8667523870762064
segment4,LogisticRegression,SMOTE2,roc auc score,0.9412210731655175
segment6,GradientBoostingClassifier,ADASYN,f1 score,0.3853769676884838
segment6,GradientBoostingClassifier,ADASYN,geometric mean score,0.8467526291624384
segment6,GradientBoostingClassifier,ADASYN,roc auc score,0.9489027703939984
segment6,GradientBoostingClassifier,None,f1 score,0.46769230769230763
segment6,GradientBoostingClassifier,None,geometric mean score,0.5671222882458954
segment6,GradientBoostingClassifier,None,roc auc score,0.9608512020792721
segment6,GradientBoostingClassifier,RandomOverSampler,f1 score,0.46917218960801205
segment6,GradientBoostingClassifier,RandomOverSampler,geometric mean score,0.8735865554755229
segment6,GradientBoostingClassifier,RandomOverSampler,roc auc score,0.9502126528442318
segment6,GradientBoostingClassifier,SMOTE,f1 score,0.4757093842362579
segment6,GradientBoostingClassifier,SMOTE,geometric mean score,0.8839809019239171
segment6,GradientBoostingClassifier,SMOTE,roc auc score,0.9572265048142242
segment6,GradientBoostingClassifier,SMOTE2,f1 score,0.48946360153256707
segment6,GradientBoostingClassifier,SMOTE2,geometric mean score,0.8940257855269431
segment6,GradientBoostingClassifier,SMOTE2,roc auc score,0.9662169945064681
segment6,LogisticRegression,ADASYN,f1 score,0.2652013062349065
segment6,LogisticRegression,ADASYN,geometric mean score,0.8542739416073172
segment6,LogisticRegression,ADASYN,roc auc score,0.9283891547049441
segment6,LogisticRegression,None,f1 score,0.4371103678929765
segment6,LogisticRegression,None,geometric mean score,0.5398733623604117
segment6,LogisticRegression,None,roc auc score,0.9327999291157185
segment6,LogisticRegression,RandomOverSampler,f1 score,0.2716794021436975
segment6,LogisticRegression,RandomOverSampler,geometric mean score,0.8568154008958848
segment6,LogisticRegression,RandomOverSampler,roc auc score,0.9344586213007264
segment6,LogisticRegression,SMOTE,f1 score,0.2894772033107028
segment6,LogisticRegression,SMOTE,geometric mean score,0.8622751755653362
segment6,LogisticRegression,SMOTE,roc auc score,0.9347829168881802
segment6,LogisticRegression,SMOTE2,f1 score,0.2752283247684841
segment6,LogisticRegression,SMOTE2,geometric mean score,0.8421304393269722
segment6,LogisticRegression,SMOTE2,roc auc score,0.9331203851379289
vehicle,GradientBoostingClassifier,ADASYN,f1 score,0.9265459885897842
vehicle,GradientBoostingClassifier,ADASYN,geometric mean score,0.9652191989841219
vehicle,GradientBoostingClassifier,ADASYN,roc auc score,0.9954907765481833
vehicle,GradientBoostingClassifier,None,f1 score,0.9166794707639779
vehicle,GradientBoostingClassifier,None,geometric mean score,0.9454417395228493
vehicle,GradientBoostingClassifier,None,roc auc score,0.9949540431115116
vehicle,GradientBoostingClassifier,RandomOverSampler,f1 score,0.9277442600972012
vehicle,GradientBoostingClassifier,RandomOverSampler,geometric mean score,0.9609093702165493
vehicle,GradientBoostingClassifier,RandomOverSampler,roc auc score,0.9963757690159595
vehicle,GradientBoostingClassifier,SMOTE,f1 score,0.9113268523304955
vehicle,GradientBoostingClassifier,SMOTE,geometric mean score,0.9453317711537881
vehicle,GradientBoostingClassifier,SMOTE,roc auc score,0.9953978330231754
vehicle,GradientBoostingClassifier,SMOTE2,f1 score,0.9323257080610021
vehicle,GradientBoostingClassifier,SMOTE2,geometric mean score,0.9622983327213103
vehicle,GradientBoostingClassifier,SMOTE2,roc auc score,0.9959543092487865
vehicle,LogisticRegression,ADASYN,f1 score,0.92266919548262
vehicle,LogisticRegression,ADASYN,geometric mean score,0.9614855470601876
vehicle,LogisticRegression,ADASYN,roc auc score,0.9914377223843459
vehicle,LogisticRegression,None,f1 score,0.9203824409654551
vehicle,LogisticRegression,None,geometric mean score,0.9468810632491677
vehicle,LogisticRegression,None,roc auc score,0.9910881628580922
vehicle,LogisticRegression,RandomOverSampler,f1 score,0.9101096261561479
vehicle,LogisticRegression,RandomOverSampler,geometric mean score,0.9488419516181837
vehicle,LogisticRegression,RandomOverSampler,roc auc score,0.9909063727248963
vehicle,LogisticRegression,SMOTE,f1 score,0.917479986828863
vehicle,LogisticRegression,SMOTE,geometric mean score,0.9493153779777804
vehicle,LogisticRegression,SMOTE,roc auc score,0.9905257266248819
vehicle,LogisticRegression,SMOTE2,f1 score,0.9152169126357009
vehicle,LogisticRegression,SMOTE2,geometric mean score,0.9537933650998098
vehicle,LogisticRegression,SMOTE2,roc auc score,0.9905566882134625
vehicle10,GradientBoostingClassifier,ADASYN,f1 score,0.46216006216006217
vehicle10,GradientBoostingClassifier,ADASYN,geometric mean score,0.6769039816764755
vehicle10,GradientBoostingClassifier,ADASYN,roc auc score,0.9710261063943234
vehicle10,GradientBoostingClassifier,None,f1 score,0.37575757575757573
vehicle10,GradientBoostingClassifier,None,geometric mean score,0.4492930888102851
vehicle10,GradientBoostingClassifier,None,roc auc score,0.9274204298429106
vehicle10,GradientBoostingClassifier,RandomOverSampler,f1 score,0.4821844821844821
vehicle10,GradientBoostingClassifier,RandomOverSampler,geometric mean score,0.6777305450207017
vehicle10,GradientBoostingClassifier,RandomOverSampler,roc auc score,0.9653996281257264
vehicle10,GradientBoostingClassifier,SMOTE,f1 score,0.5158730158730158
vehicle10,GradientBoostingClassifier,SMOTE,geometric mean score,0.7501047207943493
vehicle10,GradientBoostingClassifier,SMOTE,roc auc score,0.9563264769014124
vehicle10,GradientBoostingClassifier,SMOTE2,f1 score,0.31428571428571433
vehicle10,GradientBoostingClassifier,SMOTE2,geometric mean score,0.5031736825303573
vehicle10,GradientBoostingClassifier,SMOTE2,roc auc score,0.8877962518627894
vehicle10,LogisticRegression,ADASYN,f1 score,0.5764411027568922
vehicle10,LogisticRegression,ADASYN,geometric mean score,0.8654945629236366
vehicle10,LogisticRegression,ADASYN,roc auc score,0.9478232708529866
vehicle10,LogisticRegression,None,f1 score,0.5666666666666665
vehicle10,LogisticRegression,None,geometric mean score,0.7544342710238509
vehicle10,LogisticRegression,None,roc auc score,0.9716767154751652
vehicle10,LogisticRegression,RandomOverSampler,f1 score,0.5576719576719577
vehicle10,LogisticRegression,RandomOverSampler,geometric mean score,0.8071868771586258
vehicle10,LogisticRegression,RandomOverSampler,roc auc score,0.9660158866877213
vehicle10,LogisticRegression,SMOTE,f1 score,0.5686609686609686
vehicle10,LogisticRegression,SMOTE,geometric mean score,0.8077382584087992
vehicle10,LogisticRegression,SMOTE,roc auc score,0.9699220021054646
vehicle10,LogisticRegression,SMOTE2,f1 score,0.5871794871794872
vehicle10,LogisticRegression,SMOTE2,geometric mean score,0.8090252730073161
vehicle10,LogisticRegression,SMOTE2,roc auc score,0.9711148025101514
vehicle15,GradientBoostingClassifier,ADASYN,f1 score,0.2296881862099253
vehicle15,GradientBoostingClassifier,ADASYN,geometric mean score,0.7107970781692424
vehicle15,GradientBoostingClassifier,ADASYN,roc auc score,0.8068610034453056
vehicle15,GradientBoostingClassifier,None,f1 score,0.1851851851851852
vehicle15,GradientBoostingClassifier,None,geometric mean score,0.33139486339373675
vehicle15,GradientBoostingClassifier,None,roc auc score,0.8389857881136951
vehicle15,GradientBoostingClassifier,RandomOverSampler,f1 score,0.3074074074074074
vehicle15,GradientBoostingClassifier,RandomOverSampler,geometric mean score,0.6113492925555887
vehicle15,GradientBoostingClassifier,RandomOverSampler,roc auc score,0.7671350129198965
